Môn học,Lớp,Chủ đề,Thể loại,Câu hỏi,Câu trả lời,Hướng dẫn giải
Ngữ Văn,6,Ngữ pháp,Bài tập,"Trong bài thơ Mây và sóng, “mây” và “sóng” là những hình ảnh ẩn dụ. Hai hình ảnh ấy có thể làm cho em liên tưởng tới những đối tượng nào. ","Trong bài thơ Mây và sóng, ""mây"" và ""sóng"" là những hình ảnh ẩn dụ. “Mây”, “sóng” là những hình ảnh ẩn dụ cho cuộc sống rộn rã, những cám dỗ, cuốn hút xung quanh. Những người sống trên mây, sống trong sóng, là những nhân vật thần kì của cổ tích… rất gần gũi thân thuộc với tuổi thơ, tượng trưng cho những thú vui của cuộc đời.",Xét các hình ảnh trong văn bản đã học và liên tưởng tới những đối tượng trong cuộc sống.
Ngữ Văn,6,Ngữ pháp,Bài tập,"Xác định biện pháp tu từ được sử dụng trong hình ảnh ""bình minh vàng"", ""vầng trăng bạc"" và nêu tác dụng của biện pháp tu từ đó. ","Biện pháp tu từ ẩn dụ được sử dụng trong hình ảnh ""bình minh vàng"", ""vầng trăng bạc"". Tác dụng: nhằm nhấn mạnh những hình ảnh đặc sắc, lung linh đầy màu sắc của thiên nhiên mà bất kỳ đứa bé nào cũng muốn tham gia vào. Đây là thế giới của niềm vui và cả sự tự do, là thế giới mà em bé được thỏa thích vui chơi, tự do ca hát, được ngao du khắp nơi này đến nơi khác.","Đọc kĩ hai hình ảnh trên và xác định, nêu tác dụng của biện pháp tu từ đó."
Ngữ Văn,6,Ngữ pháp,Bài tập,Trong bài thơ Mây và sóng có nhiều đoạn dẫn lời nói trực tiếp của các nhân vật. Hãy cho biết dấu câu nào được dùng để đánh dấu những lời nói trực tiếp đó.,"Trong bài thơ Mây và sóng có nhiều đoạn dẫn lời nói trực tiếp của các nhân vật. Đó là nhân vật con, mây, sóng. Dấu câu được dùng để đánh dấu những lời nói trực tiếp đó là dấu hai chấm và dấu ngoặc kép.",Đọc lại văn bản và xác định dấu câu.
Ngữ Văn,6,Ngữ pháp,Bài tập,"""Bọn tớ"" trong những lời nói trực tiếp ở bài Mây và sóng dùng để chỉ những ai?","""Bọn tớ"" trong những lời nói trực tiếp ở bài Mây và sóng dùng để chỉ những người ""trên mây"" và ""trong sóng"". Đó là những người vô cùng hấp dẫn giữa vũ trụ rực rỡ sắc màu với bình minh vàng, vầng trăng bạc, tiếng đàn du dương bất tận và được đi khắp nơi.",Nhớ lại văn bản và xét các đại từ chỉ ai.
Ngữ Văn,6,Ngữ pháp,Bài tập,"Trong tiếng Việt, ngoài ""bọn tớ"" còn một số đại từ nhân xưng khác cũng thuộc ngôi thứ nhất số nhiều như chúng ta, chúng tôi, bọn mình, chúng tớ... Có thể dùng một từ nào trong số đó để thay cho bọn tớ trong bản dịch không? Vì sao?","Trong tiếng Việt, ngoài ""bọn tớ"" còn một số đại từ nhân xưng khác cũng thuộc ngôi thứ nhất số nhiều như ""chúng ta"", ""chúng tôi"", ""bọn mình"", ""chúng tớ"". Dùng một từ từ ""bọn tớ"" trong bản dịch là hay và tinh tế nhất. Nó thể hiện rõ đối tượng, chủ thể trong mỗi cuộc trò chuyện với cậu bé là những người ""trên mây"" và ""trong sóng"". ",
Ngữ Văn,6,Tập làm văn,Bài tập,"Tình cảm, cảm xúc là một trong những phẩm chất quan trọng hàng đầu của thơ. Để thể hiện tình cảm, cảm xúc, các nhà thơ đã chọn nhiều cách khác nhau, trực tiếp hoặc gián tiếp. Nhiều khi các yếu tố tự sự và miêu tả đã được đưa vào thơ một cách đầy nghệ thuật, cho phép tác giả ẩn mình, nhường chỗ cho câu chuyện, sự việc, cảnh vật tự nói lên những điều cần thiết. Em hãy viết đoạn văn ghi lại cảm xúc, ấn tượng của mình về một bài thơ thuộc loại này để hiểu thêm về một hình thức nghệ thuật độc đáo của thơ ca nói chung.",,"Bài thơ ""Đêm Nay Bác Không Ngủ"" là một tác phẩm nổi tiếng của nhà thơ Minh Huệ. Bài thơ do ông sáng tác vào thời kì chống Pháp năm 1951 đã để lại ấn tượng sâu sắc trong lòng nhân dân đất Việt. Hình ảnh Bác thức trắng suốt đêm không ngủ vì dân công đã để lại ấn tượng sâu sắc trong lòng em. Đi theo văn bản được nhà thơ kể bằng giọng điều trầm ấm, êm ái với những chi tiết thật đắt, người đọc đồng cảm với những cảm xúc yêu quý, xót xa, kính trọng của anh đội viên trẻ dành cho Bác Hồ kính yêu. Trong một đêm giá rét giữa những ngày kháng chiến trường kì, lẽ ra những thanh niên trai tráng phải là người thức canh cho Người yên giấc thì Người – cụ già đầu đã bạc nhiều lại thức dậy trằn trọc lo từng giấc ngủ cho những anh bộ đội. Mỗi lần anh đội viên thức dậy là mỗi lần anh giật mình vì hình ảnh Bác vẫn sừng sững ngồi đó trông giấc ngủ cho các cháu, lo cho vận mệnh của nước nhà. Những hình ảnh miêu tả “trời khuya”, “Bác vẫn ngồi”, “mái tóc bạc”, “Bóng Bác cao lồng lộng”… là những hình ảnh đắt giá khiến người đọc không khỏi xúc động và cúi đầu nghiêng mình trước tình cảm của Bác dành cho mọi người. Qua những lời thoại và chi tiết được nhà thơ kể tuần tự, chân thực, giản dị mà sâu lắng, độc giả từng bước có cảm nhận thấm thía hơn về chiều sâu và tấm lòng bao la của vị cha già kính yêu của dân tộc. Có thể nói, bài thơ đã kể lại một câu chuyện cảm động về tình cảm của Bác, về những vất vả nơi kháng chiến và tình cảm mà anh đội viên dành cho Bác kính yêu."
Ngữ Văn,6,Cô bé bán diêm,Lý thuyết,Nội dung chính của Cô bé bán diêm là gì ?,"Tình cảnh đáng thương của cô bé bán diêm nghèo khổ, qua đó thể hiện niềm xót thương, đồng cảm của tác giả với những con người bất hạnh.",Đọc kỹ bài
Ngữ Văn,6,Cô bé bán diêm,Bài tập,Giới thiệu ngắn gọn một truyện kể hoặc một bộ phim có nhân vật trẻ em gây ấn tượng với em.,"Chú bé mang pyjama sọc là một tiểu thuyết của nhà văn người Ireland John Boyne, viết dưới góc nhìn của một cậu bé 9 tuổi – Bruno. Khi Bruno chuyển đến một nơi khác, cậu cảm thấy buồn bã. Và rồi cậu tìm được một người bạn đặc biệt ở ""phía bên kia hàng rào"" - là Shmuel, một cậu bé Do Thái ở Ba Lan bị Đức Quốc xã bắt đến trại tập trung. Lý do mà nhà cậu phải chuyển đến đây là do cha cậu phải phục vụ cho kế hoạch quân sự trừng phạt những người Do Thái của tên trùm phát xít – Adolf Hitler trong bối cảnh Chiến tranh thế giới lần thứ 2. Tình bạn giữa họ nảy nở và cuộc hành trình bắt đầu xảy ra.",Nhớ lại các truyện hoặc phim em đã xem có nhân vật trẻ em.
Ngữ Văn,6,Cô bé bán diêm,Bài tập,Điều gì sẽ đến với cô bé bán diêm trong đêm giao thừa?,"Điều sẽ đến với cô bé bán diêm trong đêm giao thừa: Giữa tiết trời đông giá rét, em phải ra đường, tìm kiếm những nơi đông người qua lại để bán những que diêm nhưng không ai đoái hoài đến lời chào hàng của em.",Đọc văn bản và tìm ý.
Ngữ Văn,6,Cô bé bán diêm,Bài tập,"Sau khi bà mất, gia đình cô bé bán diêm rơi vào tình cảnh như thế nào?","Sau khi bà mất, gia đình cô bé bán diêm rơi vào tình cảnh ""gia sản tiêu tán, gia đình phải rời ngôi nhà xinh xắn có dây trường xuân leo quanh để chui rúc trong một xó tối tăm, luôn nghe những lời mắng nhiếc, chửi rủa"". ",Đọc và chú ý chi tiết nói về hoàn cảnh của cô bén bán diêm.
Ngữ Văn,6,Cô bé bán diêm,Bài tập,Phân tích ý nghĩa của những mộng tưởng qua các lần quẹt diêm,"Những mộng tưởng (lò sưởi, bàn tiệc, cây thông, bà) thể hiện khát vọng về sự ấm no, hạnh phúc, và tình thân của cô bé, đồng thời phản ánh sự bất hạnh trong hiện thực.",Đọc và chú ý chi tiết nói về hoàn cảnh của cô bén bán diêm.
Ngữ Văn,6,Cô bé bán diêm,Bài tập,Điều gì xảy ra với cô bé bán diêm? Có giống với dự đoán của em không?,"Đúng như dự đoán của em, cô bé bán diêm đã chết vì giá rét trong đêm giao thừa nhưng em không còn phải đối mặt với đòn roi, những lời mắng nhiếc, sự đói rét, nỗi buồn nữa, em đã được đến một thế giới khác, thế giới có bà ở bên.",Chú ý chi tiết nói về những tình huống xảy đến với cô bé bán diêm.
Ngữ Văn,6,Cô bé bán diêm,Bài tập,Có những hình ảnh trái ngược nào trong quang cảnh ngày năm mới?,"Những hình ảnh trái ngược trong quang cảnh ngày năm mới: Trong khung cảnh của năm mới, mặt trời lên trong sáng, chói chang trên bầu trời nhạt, mọi người vui vẻ ra khỏi nhà nhưng có một em bé đã chết trong đêm giao thừa vì lạnh lẽo: ""Ở một xó tường, người ta chỉ thấy em với đôi má hồng và đôi môi đang mỉm cười"". ",Đọc văn bản và tìm các hình ảnh trái ngược được miêu tả.
Ngữ Văn,6,Cô bé bán diêm,Bài tập,Truyện Cô bé bán diêm được kể bằng lời của người kể chuyện ngôi thứ mấy?,Truyện Cô bé bán diêm được kể bằng lời của người kể chuyện ngôi thứ ba (tác giả). ,Xem lại truyện và xác định người kể chuyện.
Ngữ Văn,6,Cô bé bán diêm,Bài tập,Cô bé bán diêm phải ở ngoài đường phố trong một đêm như thế nào? Vì sao cô bé không dám trở về nhà?,"Cô bé bán diêm phải ở ngoài đường phố trong một đêm giao thừa mùa đông đầy giá rét với tuyết trắng phủ kín phố phường. Mặc dù có nhà song em không dám về vì nếu về mà không mang được đồng xu nào tất sẽ bị cha em mắng chửi, đánh đập.",Đọc và tìm ý.
Ngữ Văn,6,Cô bé bán diêm,Bài tập,"Tìm các hình ảnh tương phản trong truyện ""Cô bé bán diêm"".",Giá rét ngoài đường ↔ lò sưởi ấm áp; đói khát của cô bé ↔ bàn tiệc thịnh soạn; cô đơn ↔ hình ảnh bà yêu thương.,Chú ý các chi tiết bên trong ngôi nhà và hoàn cảnh cô bé
Ngữ Văn,6,Cô bé bán diêm,Bài tập,"Những hình ảnh xuất hiện sau mỗi lần quẹt diêm thể hiện những ước mong nào của cô bé bán diêm? Theo em, có thể thay đổi trình tự xuất hiện của các hình ảnh đó không."," Những hình ảnh xuất hiện sau mỗi lần quẹt diêm thể hiện ước mơ được sưởi ấm, được ăn no và được gặp bà của cô bé bán diêm. Theo em, không thể thay đổi trình tự xuất hiện của các hình ảnh này được bởi vì thứ tự của những hình ảnh này thể hiện được mức độ tăng dần của nỗi khao khát của cô bé bán diêm với những sự vật ấy. Nỗi khát khao lớn nhất của cô bé trong đêm giao thừa đó là được gặp người bà mà luôn yêu thương cô hết mức. Nếu như thay đổi thứ tự xuất hiện của những hình ảnh đó thì truyện sẽ mất đi ý nghĩa của nó.",Đọc lại 5 lần quẹt diêm và chú ý trình tự xuất hiện.
Ngữ Văn,6,Cô bé bán diêm,Bài tập,Nêu cảm nhận của em về thái độ của người kể chuyện với cô bé bán diêm. Phân tích một vài chi tiết làm cơ sở cho sự cảm nhận đó.,"Thái độ của người kể chuyện: sự đồng cảm và tình yêu thương sâu sắc với số phận bất hạnh của Cô bé bán diêm. Tác giả đã thể hiện Thái độ thương cảm trực tiếp “Em bé đáng thương, bụng đói rét…”, “Em đã chết vì rét trong đêm giao thừa”, hoặc khi miêu tả cái chết của Cô bé nhưng không hề đáng sợ: “một em gái có đôi má hồng và đôi môi đang mỉm cười”...",Chú ý từ ngữ trong văn bản.
Ngữ Văn,6,Cô bé bán diêm,Bài tập,Đọc lại một số câu văn miêu tả lại cách ứng xử của người đi đường trước tình cảnh của cô bé bán diêm. Em nghĩ gì về cách ứng xử của họ.,"Cách ứng xử của người đi đường trước tình cảnh của em bé bán diêm: ""Khách qua đường đều rảo bước rất nhanh, chẳng ai đoái hoài đến lời chào hàng của em, chẳng ai bố thí cho em chút đỉnh"", ""khách qua đường vội vã mặc quần áo ấm đến những nơi hẹn hò, hoàn toàn lãnh đạm với hoàn cảnh nghèo khổ của em bé bán diêm"", ""Mọi người bảo nhau: chắc nó muốn sưởi ấm"". Đây là thái độ và sự ứng xử thờ ơ, thiếu sự đồng cảm và tình yêu thương giữa con người đối với con người. ",Chú ý các chi tiết và thái độ của người đi đường.
Ngữ Văn,6,Cô bé bán diêm,Bài tập,"Trong truyện, tác giả đã sử dụng nhiều hình ảnh, chi tiết tương phản như: cảnh đoàn tụ của các gia đình trong đêm giao thừa với cảnh giá rét, đơn độc ngoài đường phố của cô bé bán diêm; không khí tươi vui ngày đầu năm mới với cảnh tượng em bé chết rét nơi xó tường. Em hãy chỉ ra ý nghĩa, tác dụng của một vài chi tiết, hình ảnh đó. ","Với những chi tiết, hình ảnh đó, tác giả đã làm nổi bật tình cảnh vô cùng đáng thương của cô bé bán diêm.",Đọc kĩ các chi tiết này và nêu lên tác dụng.
Ngữ Văn,6,Cô bé bán diêm,Bài tập,"Những câu chuyện cổ tích thường kết thúc có hậu: nhân vật chính được hưởng cuộc sống bình yên, hạnh phúc. Theo em, truyện cổ tích Cô bé bán diêm có kết thúc như vậy không? Vì sao? ","Những câu chuyện cổ tích thường kết thúc có hậu: nhân vật chính được hưởng cuộc sống bình yên, hạnh phúc. Theo em, truyện cổ tích Cô bé bán diêm cũng đã có một kết thúc có hậu (khi nói về phương diện giải phóng số phận con người). Cái chết của cô bé bán diêm khốn khổ là một cảnh tượng thương tâm, nhưng đây là một cái chết đẹp, hình hài thể xác chết mà linh hồn, khát vọng của em bé vẫn sống, sống trên đôi má hồng, đôi môi đang mỉm cười, sống trong cảnh tượng huy hoàng cùng bà bay lên đón năm mới. Nói về cái chết, người ta hay nghĩ tới bi kịch. Viết về cái chết của cô bé bán diêm như thế, nhưng tác phẩm của An-đéc-xen là một bi kịch lạc quan.",Đọc lại đoạn kết và trả lời.
Ngữ Văn,6,Cô bé bán diêm,Bài tập,Viết đoạn văn (khoảng 5-7 câu) với nhan đề: Gửi tác giả truyện cô bé bán diêm.,"Thân gửi nhà văn An-đéc-xen - tác giả câu chuyện Cô bé bán diêm: Đã hơn một thế kỉ trôi qua kể từ ngày ông viết truyện ngắn Cô bé bán diêm, nhưng người đọc trên khắp hành tinh này, nhất là những bạn nhỏ vẫn luôn nghe văng vẳng đâu đây lời nguyện cầu tội nghiệp của cô bé. Ước mơ của cô bé trong câu chuyện là được sống mãi bên bà trong tình yêu thương, muốn thoát khỏi cảnh đói rét, đau khổ. Thực tế, cô bé đã chết rét, chết đói trong đêm giao thừa giữa khu phố với những ngôi nhà ngập tràn ánh sáng. Nhưng dưới ngòi bút ngập tràn yêu thương, chứa chan sự đồng cảm của ông, người đọc vẫn cảm giác rằng cô bé tội nghiệp ấy không chết. Em đang đi vào một thế giới khác, hạnh phúc và yêu thương hơn. ",Tưởng tượng những điều muốn nói với tác giả và viết đoạn văn đúng hình thức.
Ngữ Văn,6,Ngữ pháp,Bài tập,"Tìm cụm danh từ trong những câu văn sau: a. Nhưng trời giá rét quá, khách qua đường đều rảo bước rất nhanh, chẳng có ai đoái hoài đến lời chào hàng của em. b. Tất cả các ngọn nến bay lên, bay lên mãi rồi biến thành những ngôi sao trên trời.","Các cụm danh từ là: a.  khách qua đường, lời chào hàng của em. b. Tất cả các ngọn nến.",
Ngữ Văn,6,Ngữ pháp,Bài tập,"Hãy tưởng tượng và viết đoạn văn (khoảng 5-7 câu) về cảnh cô bé bán diêm gặp lại người bà trên thiên đường, trong đó có ít nhất một cụm danh từ làm thành phần chính của câu.","Bà dắt tay cô bé bán diêm về trời. Em đã gặp được tất cả các thiên thần bé xíu, xinh xinh. Mỗi thiên thần có một đôi cánh trắng toát, mượt mà đằng sau lưng. Trên tay họ là những chiếc kèn để thổi chào mừng em. Cô bé rất háo hức. Vừa đi, em vừa nhảy chân sáo. Có lẽ lâu lắm rồi, em mới được thực sự là một đứa trẻ như bây giờ. Cổng thiên đường rộng lớn, sáng lên một màu vàng lấp lánh. Nó mở ra một vùng đất rộng mênh mông, tươi đẹp, có biết bao nhiêu là hoa. Cô bé đứng sững lại. Chưa bao giờ em thấy nơi nào tràn ngập màu sắc như thế này. Nước mắt chảy dài trên khuôn mặt em, vì quá hạnh phúc, vì xúc động. Em tiến vào trong thiên đường. Ở đây có rất nhiều người, họ vui vẻ, thân thiện. Em cảm thấy hạnh phúc vô cùng.","Viết đoạn văn đúng dung lượng đề bài yêu cầu, tưởng tượng cảnh cô bé bán diêm gặp bà."
Ngữ Văn,6,Gió lạnh đầu mùa,Bài tập,Nhan đề gợi cho em những cảm xúc gì ?,"“Gió lạnh đầu mùa” khiến em liên tưởng đến mùa đông lạnh giá ở khu vực miền Bắc những ngày cuối năm. Cái lạnh giá, tê buốt và có chút ẩm ướt khiên cho cái lạnh lại càng trở nên dai dẳng.",Chú ý sự vật được nhắc tới.
Ngữ Văn,6,Gió lạnh đầu mùa,Bài tập,Tóm tắt nội dung văn bản,"Sơn và Lan là hai chị em sinh ra trong một gia đình khá giả. Không giống như những đứa trẻ có điều kiện khác, hai chị em Sơn, Lan luôn hòa đồng, gần gũi với những đứa trẻ nghèo cùng phố huyện. Vào một ngày trời chuyển lạnh, hai chị em mặc áo ấm ra chợ chơi thấy Hiên – cô bé hàng xóm đang co ro bên cột quán với manh áo mong manh, rách tả tơi. Thấy vậy, hai chị em bèn đem tặng Hiên chiếc áo bông cũ. Chính chiếc áo bông ấy đã thắp sáng tình yêu thương, sưởi ấm cho Hiên cũng như những đứa trẻ nghèo nơi đây qua mùa đông giá rét. Câu chuyện đã để lại dư âm trong lòng độc giả, khiến độc giả vừa thấm thía nỗi khổ đau, bất hạnh, hoàn cảnh éo le của những con người nghèo khổ, vừa cảm nhận sâu sắc tình người ấm nồng, cao quý, thiêng liêng; từ đó thêm trân trọng cuộc sống này hơn.",Hãy đọc kỹ văn bản và đưa ra những ý chính
Ngữ Văn,6,Gió lạnh đầu mùa,Bài tập,Thời tiết được miêu tả ở đầu câu chuyện như thế nào?,"Mùa đông đột ngột đến, không thông báo trước. Vừa mới hôm qua giời còn nắng ấm và hanh. Thế mà qua một đêm mưa rào, trời bổng nổi gío bấc, cái lạnh làm cho người ta tưởng đang ở giữa mùa đông rét mướt.",Đọc kỹ các chi tiết được miêu tả ở đầu câu truyện
Ngữ Văn,6,Gió lạnh đầu mùa,Bài tập,Hình ảnh gia đình Việt được tái hiện trong câu chuyện ra sao?,"Hình ảnh gia đình Việt tái hiện qua hình ảnh ngôi nhà của Sơn . Chị và mẹ Sơn dậy sớm ngồi lò sưởi để pha nước chè uống. Quây quần bên nhau để làm những hoạt động nhỉ như: uống nước chè, khâu áo,...trước khi bắt đầu làm việc vào ngày mới.",Chú ý các chi tiết liên quan đến gia đình
Ngữ Văn,6,Gió lạnh đầu mùa,Bài tập,Tầm quan trọng của chiếc áo bông cũ mà mẹ Sơn luôn nâng niu và giữ gìn?,Chiếc áo bông cũ là chiếc áo của em gái Sơn. Em đã mất từ năm 4 tuổi. Nên mẹ Sơn rất gìn giữ và chân trọng chiếc áo.,Đọc lại các chi tiết liên quan đến chiếc áo
Ngữ Văn,6,Gió lạnh đầu mùa,Bài tập,Sơn và chị gái có điểm gì khác so với anh/chị em họ cùng nhà?,"Sơn và chị gái được xem là ở gia đình khá giả lúc bấy giờ, có áo ấm để mặc. Nhưng không vì thế mà sơn khinh những đứa trẻ ngoài chợ. Trái lại Sơn và chị gái còn chơi rất vui vẻ và được những đứa trẻ ấy yêu quý. Khác hẳn so với những người anh/em họ của Sơn và Sơn cũng không thích họ","Đọc lại bài sẽ thấy Sơn và chị gái sống tình cảm, không coi thường bạn nghèo như anh/chị em họ của Sơn."
Ngữ Văn,6,Gió lạnh đầu mùa,Bài tập,Các bạn nhỏ ngoài chợ chơi với Sơn có ngoài hình như thế nào?,"Thằng Cúc, thằng Xuân, con Tý, con Túc sán gần với đôi mắt ngắm nghía bộ quần áo của Sơn. Ngày rét nhưng chúng vẫn ăn mặc không khác gì ngày thường, những bộ quần áo màu nâu bạc đá vá nhiều chỗ. Nhưng chỉ hôm nay, môi chúng nó tím lại, những chỗ áo rác da thịt thâm đi. Mỗi cơn gió đến chúng lại run lên, hàm răng đập vào nhau.",Đọc kỹ các chi tiết miêu tả
Ngữ Văn,6,Gió lạnh đầu mùa,Bài tập,Tại sao Sơn lại lấy chiếc áo bông ở nhà đưa cho bé Hiên?,"Sơn và chị gái gọn Hiên lại chơi nhưng con bé không giám đến gần chỉ đướng co ro bên cột quán, mặc một chiếc áo rác tả tơi, hở cả lưng và tay. Nhà Hiên rất nghèo nên, không có tiền may áo mới. Sơn động lòng nên đã lấy chiếc áo bông cho Hiên mặc",Đọc kỹ bài văn
Ngữ Văn,6,Ngữ pháp,Lý thuyết,Nghĩa của từ là gì?,"Từ có thể có một nghĩa hoặc nhiều nghĩa. Muốn xác định nghĩa của từ, ta phải đặt nó trong văn cảnh. Để giải nghĩa từ, có thể dựa vào từ điển, nghĩa của từ dựa vào câu văn, đoạn văn mà từ đó xuất hiện. Với từ Hán Việt, có thể giải nghĩa từng thành tố cấu tạo nên từ.",
Ngữ Văn,6,Ngữ pháp,Lý thuyết,Thành ngữ là gì ? Cho ví dụ thề thành ngữ,"Khái niệm: Thành ngữ là loại cụm từ có cấu tạo cố định, biểu thị một ý nghĩa hoàn chỉnh. Ví dụ: Gừng càng già càng cay, Mất bò mới lo làm chuồng, tốt ngỗ hơn tốt nước sơn,...",
Ngữ Văn,6,Ngữ pháp,Lý thuyết,Cụm động từ là gì? Ví dụ cho cụm động từ?,"Cụm động từ là những từ được tạo ra từ sự kết hợp giữa động từ và một số từ liên quan khác, trong nhiều trường hợp có một số động từ cần có các từ khác đi kèm. Như vậy thì nghĩa có câu mới được trọn vẹn.  Ví dụ: đã đi nhiều nơi, đang đi chơi,..",
Ngữ Văn,6,Ngữ pháp,Lý thuyết,Ở dạng đầy đủ cụm động từ gồm mấy phần ?," Trung tâm của cụm động từ là động từ. Đứng trước động từ bổ sung ý nghĩa về : thời gian, khẳng định, phủ định, tiếp diễn,... Đứng sau động từ trung tâm, bổ sung ý nghĩa như: đối tương, địa điểm, thời gian,.. ( Ngoài ra thì trong một vài trường hợp thì cụm động từ sẽ bị khuyết đi phần trước hoặc phần sau. )",
Ngữ Văn,6,Ngữ pháp,Lý thuyết,Trung tâm của cụm động từ là gì? Cho ví dụ và phân tích?,Là các động từ chính của cụm động từ. Quyết định ý nghĩa của cụm từng đó Ví dụ: Đang đi chơi - Phần trước: Đang - Phần trung tâm: đi -  Phần sau: chơi,
Ngữ Văn,6,Ngữ pháp,Lý thuyết,Cụm tính từ là gì? Ví dụ cho cụm tính từ?,"Cụm tính từ là loại tổ hợp từ do tính từ với một số từ ngữ phụ thuộc nó tạo thành. Tương tự như cụm danh từ và cụm động từ, cụm tính từ cũng có ý nghĩa đầy đủ và có cấu tạo phức tạp hơn một tính từ, nhưng lại hoạt động trong câu với vị trí, chức năng giống như một tính từ. Ví dụ: độ sức sống căng tràn, đang trẻ như một thanh niên",
Ngữ Văn,6,Ngữ pháp,Lý thuyết,Ở dạng đầu đủ cụm tính từ gồm mấy phần ?,"Dạng đầy đủ của một cụm tính từ cũng gồm ba phần là phần phụ trước, phần trung tâm là tính từ và phần phụ sau. Trong đó: Các yếu tố ở phần trước biểu thị quan hệ thời gian, sự tiếp diễn tương tự, mức độ của đặc điểm, tính chất, ... cho phần trung tâm. Các yếu tố ở phần sau biểu thị vị trí, sự so sánh, mức độ, ... cho tính từ trung tâm.",
Ngữ Văn,6,Ngữ pháp,Lý thuyết,Trung tâm của cụm tính từ là gì?,Là các tính từ chính của tính động từ. Quyết định ý nghĩa của cụm từng đó,
Ngữ Văn,6,Ngữ pháp,Bài tập,"Tìm các cụm động từ trong đoạn văn sau: “Hổ đực mừng rỡ đùa giỡn với con, còn hổ cái thì nằm phục xuống, dáng mệt mỏi lắm. Rồi hổ đực quỳ xuống bên một gốc cây, lấy tay đào lên một cục bạc.”","mừng rỡ đùa giỡn với con, nằm phục xuống, mệt mỏi lắm, quỳ xuống bên một gốc cây, lấy tay đào lên một cục bạc",Cụm động từ là những từ được tạo ra từ sự kết hợp giữa động từ và một số từ liên quan khác
Ngữ Văn,6,Con chào mào,Bài tập,Đọc tiêu đề em có mường tưởng được nội dung bài thơ là gì hay không?,Em nghĩ nội dung bài thơ miêu tả về con chào mào,Đọc tiêu đề và nêu ra cảm nghĩ
Ngữ Văn,6,Con chào mào,Bài tập,Nội dung chính của từng khổ thơ ?,"Bài thơ khắc họa hình ảnh con chim chào mào với bút pháp tả thực ngập tràn màu sắc và âm thanh. Đồng thời thấy được sự thay đổi trong ý nghĩ, cảm xúc, tình yêu dành cho thiên nhiên của nhân vật “tôi” khi hiểu rằng con chim chào mào mình yêu quý sẽ chỉ hạnh phúc trong cuộc sống tự do, tự nhiên giữa thiên nhiên. ",Đọc kỹ bài thơ và rút ra các ý chính từ đó đưa ra nội dung của bài thơ
Ngữ Văn,6,Con chào mào,Bài tập,"Đọc 3 câu thơ đầu tiên em có thể hình dung, và tưởng tượng gì về khung cảnh thiên nhiên?",Đó là một không giản rộng lớn và cao vời vợi với những “cây cao chót vót”,Đọc lại 3 dòng thơ và chú ý những hình ảnh được nhắc tới.
Ngữ Văn,6,Con chào mào,Bài tập,"Đọc đoạn  thơ đầu tiên em có thể hình dung, và tưởng tượng gì về hình ảnh con chim chào mào?","Chú chào mào đầu có chòn lông nhọn đốm trắng mũ đỏ, có tiếng hót trong và cao",Đọc đoạn đầu tiên và hình dung về con chao mào
Ngữ Văn,6,Con chào mào,Bài tập,Phân tích câu thơ “Tôi vội vẽ chiếc lồng trong ý nghĩa” ?,"Nhân vật muốn giam giữ con chim, muốn độc chiếm cái đẹp thiên nhiên làm của riêng. Mang theo nắng gió, cây xanh để níu giữ thế nhưng nhân vật hiểu ra chỉ có tự do khiến con chim thích thú.",Đọc kĩ đoạn thơ này từ đó nảy ra cảm xúc của nhà thơ.
Ngữ Văn,6,Con chào mào,Bài tập,Biện pháp tu từ nào được dùng trong bài thơ? Tác dụng của biện pháp tu từ đó?,Biện pháp lặp câu thơ :  triu… uýt… huýt… tu hìu… lặp lại hai lần nhằm mạnh tiếng hót trong trẻo của chào mào khi được tự do thỏa thích giữa thiên nhiên.,Đọc bài thơ và tìm kiếm các biện pháp tu từ
Ngữ Văn,6,Con chào mào,Bài tập, Theo em ý nghĩa và thông điệp bài thơ muốn truyền tải đến người đọc là gì?,"Là tình yêu dành cho thiên nhiên, dành cho điều mà mình yêu quý. Tác giả ban đầu vì quá yêu quý chim chào mào nên muốn giữ cho riêng mình. Nhưng sau này tác giả nhận ra rằng, yêu quý là phải để cho điều đó được hạnh phuc trong một cuộc sống tự do, tự nhiên giữa thiên nhiên",Đọc lại bài thơ này và chú ý hàm ý của tác giả.
Ngữ Văn,6,Con chào mào,Bài tập,Dòng thơ nào được lặp lại trong bài thơ? Theo em việc lặp lại như vậy có tác dụng gì?,"Dòng thơ “triu… uýt… huýt… tu hìu…"" được lặp lại 2 lần trong bài thơ. Tác dụng: Sự lặp lại đó tạo nên kết cấu tương ứng cho bài thơ. Chuỗi âm thanh được nhắc lại trọn vẹn như từng cất lên lần đầu, nhưng bạn đọc lại cảm nhận “con chào mào” đã đi qua một hành trình, từ đơn lẻ tới hòa nhập, từ âm vực có phần lảnh lót, chói gắt đến phối bè, vang vọng.",Đọc lại bài thơ và xem dòng thơ nào được lặp lại.
